ID,DIR,LENGTH,ID1,DIR1,LENGTH1,OSMID,REDEMODOSI,NAME,TYPE,CONDITION,HAZMAT,NUMLANES,WIDTH,ID_ZONA,ZONA_VIA,geometry,route_id,route_type,origin_coords,destination_coords,waypoints_generated,api_status,total_distance_km,total_duration_min,total_duration_hours,number_of_legs,overview_polyline,api_error,leg_1_distance_km,leg_1_duration_min,leg_1_start_addr,leg_1_end_addr,leg_2_distance_km,leg_2_duration_min,leg_2_start_addr,leg_2_end_addr,leg_3_distance_km,leg_3_duration_min,leg_3_start_addr,leg_3_end_addr,leg_4_distance_km,leg_4_duration_min,leg_4_start_addr,leg_4_end_addr,variação
1149,0,0.200814,419436,-1,0.05,16777012,0,,trunk,,,2,30.0,708,708_16777012,"LINESTRING (-43.026644 -22.857708, -43.026108 -22.857142, -43.025819 -22.856816, -43.025568 -22.856553, -43.025407 -22.856372, -43.02537 -22.856332)",route_1846,LineString,"-22.857708,-43.026644","-22.856332,-43.025370",3,SUCCESS,24.21,26.83,0.45,4,rkojCpsreGlI|Hx@hAXn@j@fClAbLT|ATbAh@|@fA~@f@Rh@J|EJtAXnAv@zDxDjAtAvBdDrBfDnB~C|AnB`DxDfEfF|BrEnArBrBtAZBVAf@Ol@INIBMGOUBm@To@NS@e@Qi@]m@m@_AwAaAqBm@sA_GiHeD}DwAwBuBiD_CyDkBeCeBkB{BqBaAq@uA_@_BIgCMaAS}@g@q@_AMWa@kBsA}K_@oCc@}Ay@oAmGwFgHsGiKmJwAoA{BqBMUCK?KD[LQnAa@b@DPPF`@Dh@IpAKtB?vBRdAX`@ZXp@X^FpABr@Dl@P^TXLJAj@f@jE~DbHpGrBvBZn@Rj@XlApA|KNxARjAb@fAr@~@hAn@h@JnEJlANhAf@tCjCrC~CvHzLlAfB|BjCjGtHl@`AbAtBt@zAp@`A`@`@l@`@j@\JAHBP@tAY`@QGSGEYJu@Ve@HYCm@]m@e@i@o@u@sAkAmCmBgCeGmHsBgC_DgFk@_AyCwEuA_BoBmBkB_Bi@Wy@SkAKmAEkCUk@U{@q@a@q@Uu@gAoIw@mG_@}Ay@wA_GmFiC}BaImHqMmLQg@@WLWjAa@`@?VLH\Bh@@\C\OzBApBFz@H\LZ\^l@^ZHn@DxABh@Jb@Rh@XB?HAPPpAhA|AtAlF~ErDlDx@hAl@`Bt@rFdAbJTbAh@|@fA~@\Nf@J`DLfA@tAXnAv@zDxDjAtAvBdDrBfDnB~C|AnBrH`Jt@~@v@vAlBzDf@r@n@f@bAl@N?RBVE|A_@BMCICEUB}Ad@S@e@Qi@]m@m@_AwAaAqBm@sAsAcBaGiHoAyAwAwB}CaFwAaCkBeCeBkB{BqBaAq@o@SgAOeESaAS}@g@q@_AMWa@kBMaA{AiM[yAo@qA[c@kD{CmBeBsDgDsK{JuDcD{BqBMUCK@WHYv@]r@IXHJXDj@BPC^OzBClB@t@Jn@FTX`@p@f@z@RfBBjAVr@b@PAvH`HbFvErBvBn@zAXlATfBjAnKRjAb@fAr@~@j@`@r@TbCL~A@lANhAf@tCjCrC~CxCtEjFlIxG~HnB`Cl@`AxBpEp@`A`@`@l@`@j@\JAHBH@VCl@Oj@KLKCMKKoAb@e@HYCm@]m@e@i@o@u@sAkAmCe@s@qG}HoDkEuDgGoDwFuA_BoBmBkB_Bi@WiAWiCMkCUk@U{@q@a@q@Uu@YsB{AsLSwAU{@Wg@a@o@mCgCsCeC{IeImE_EwDaDyCqCO[AWF[\UfAW^HLRFh@@n@MjBGfB?v@Fz@Vx@r@p@r@VpBF`AL`Ah@\D,,6.02,6.68,"R. Visc. de Santarém, 200 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","RJ-104, 68 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil",6.05,6.72,"RJ-104, 68 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil","R. Visc. de Santarém, 138 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil",6.04,6.68,"R. Visc. de Santarém, 138 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","RJ-106, 1304 - Tribobó, São Gonçalo - RJ, 24750-120, Brasil",6.1,6.75,"RJ-106, 1304 - Tribobó, São Gonçalo - RJ, 24750-120, Brasil","RJ-106, 1304 - Tribobó, São Gonçalo - RJ, 24750-120, Brasil",0.008294671623296158
1150,0,0.029631,57850,0,0.02,1164968404,0,Avenida Ewerton da Costa Xavie,secondary,,,2,5.0,604,604_Avenida Ewerton da Costa Xavie,"LINESTRING (-43.031973 -22.946298, -43.031924 -22.946282, -43.031864 -22.946256, -43.031802 -22.946219, -43.031728 -22.946161)",route_1847,LineString,"-22.946298,-43.031973","-22.946161,-43.031728",3,SUCCESS,2.73,10.3,0.17,4,lu`kCztseGCNBLv@bAFHF@J@XKVWJQLC\SLI|@m@x@o@fAaAq@iA_@q@mAsBc@q@_@W_@W{E|J~@f@Rr@CNBLv@bAFHF@J@XKVWJQLC\SLI|@m@x@o@fAaAq@iA_@q@mAsBc@q@_@W_@W{E|J~@f@Rr@CNBLv@bAFHF@J@XKVWJQLC\SLI|@m@x@o@fAaAq@iA_@q@mAsBc@q@_@W_@W{E|J~@f@Rr@CNBLv@bAFHF@J@XKVWN]?QGOOQECo@m@IASD}@?EC,,0.82,3.17,"Av. Central Ewerton Xavier, 420 - Varzea das moças, Niterói - RJ, 24340-100, Brasil","Av. Central Ewerton Xavier, 2532 - Itaipu, Niterói - RJ, 24340-100, Brasil",0.82,3.17,"Av. Central Ewerton Xavier, 2532 - Itaipu, Niterói - RJ, 24340-100, Brasil","Av. Central Ewerton Xavier, 2532 - Itaipu, Niterói - RJ, 24340-100, Brasil",0.82,3.15,"Av. Central Ewerton Xavier, 2532 - Itaipu, Niterói - RJ, 24340-100, Brasil","Av. Central Ewerton Xavier, 81 - Maravista, Niterói - RJ, 24340-105, Brasil",0.28,0.82,"Av. Central Ewerton Xavier, 81 - Maravista, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 81 - Maravista, Niterói - RJ, 24340-105, Brasil",0.010853846153846155
2198,0,0.034965,57850,0,0.02,1164968404,0,Avenida Ewerton da Costa Xavie,secondary,,,2,5.0,604,604_Avenida Ewerton da Costa Xavie,"LINESTRING (-43.031766 -22.946469, -43.031777 -22.946388, -43.031775 -22.946313, -43.031769 -22.946269, -43.031756 -22.946224, -43.031728 -22.946161)",route_1848,LineString,"-22.946469,-43.031766","-22.946161,-43.031728",3,SUCCESS,1.11,4.03,0.07,4,lv`kCpsseG_@h@CNBLv@bAFHF@J@XKVWN]?QGOOQECo@m@IASD}@?_Ag@kBcAwC`GlBhAtCgG~@f@Rr@CNBLv@bAFHF@J@XKVWN]?QGOOQECo@m@IASD}@?EC,,0.01,0.02,"R. Edson Zuzart Jr, 208 - Maravista, Niterói - RJ, 24342-080, Brasil","Av. Central Ewerton Xavier, 421-445 - Maravista, Niterói - RJ, 24340-100, Brasil",0.27,0.78,"Av. Central Ewerton Xavier, 421-445 - Maravista, Niterói - RJ, 24340-100, Brasil","Av. Central Ewerton Xavier, 421-445 - Maravista, Niterói - RJ, 24340-100, Brasil",0.55,2.4,"Av. Central Ewerton Xavier, 421-445 - Maravista, Niterói - RJ, 24340-100, Brasil","Av. Central Ewerton Xavier, 81 - Maravista, Niterói - RJ, 24340-105, Brasil",0.28,0.83,"Av. Central Ewerton Xavier, 81 - Maravista, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 81 - Maravista, Niterói - RJ, 24340-105, Brasil",0.0315
1151,0,0.149731,424650,-1,0.04,29255573,0,Marginal Rodovia RJ-104,trunk_link,,,2,5.0,687,687_Marginal Rodovia RJ-104,"LINESTRING (-43.025289 -22.856118, -43.025185 -22.855921, -43.02513 -22.855791, -43.025108 -22.855738, -43.025071 -22.855558, -43.025051 -22.855161, -43.025033 -22.854985, -43.02498 -22.854813)",route_1850,LineString,"-22.856118,-43.025289","-22.854813,-43.024980",3,SUCCESS,10.58,23.32,0.39,4,vaojCbkreGOf@}@dDiCqCcBqBeEcFCYB[NYNKLCLA`@B`@Rr@b@h@b@vBhBNZBP?LK\QNWDW?c@Mc@[SUOYMc@E}@@eBPeCFeALeA^aA\c@l@a@ZIr@UH@R?P@LFJJHLGXqArGNLVf@b@tB`AhEE\AB][_CyB_Au@wBkByCqCO[AWF[FGTMt@SPC^HLRFh@?PBHARC\IlAGfB?v@Fz@H\LZr@p@r@Vn@D`A@V@h@Jt@^Of@}@dDiCqCcBqBeEcFCYB[NYNKLCLA`@B`@Rr@b@h@b@vBhBNZBP?LK\QNWDW?c@Mc@[SUOYMc@E}@@eBXkELeA^aA\c@l@a@ZIr@UH@R?P@LFJJHLGXqArGNLVf@b@tB`AhEE\AB][_CyB_Au@wBkByCqCO[AWF[FGTMt@SPC^HLRFh@?PBHARC\IlAGfB?v@Fz@H\LZr@p@r@Vn@D`A@V@h@Jb@RPJIVcAtDkDuDiDeE}AkBAO?[BORYPGNC\@\L~@j@bBxA|@r@JTDN?\MXSLWBWAe@Qc@]U[MYGc@C{@BeBPoCFeAN}@b@}@LQPOh@]hA[f@@LBLJNRcAxEUrAFDVZv@nDl@hCFXAFANCH}DsD}AsAwAoA{BqBMUCK@WHYFGn@U^KR@XHFJBLDj@BPC^OzBClB@t@Jn@FTX`@p@f@j@PjBDV@h@Jb@RPJIVcAtDkDuDiDeE}AkBAO?[BORYPGNC\@\L~@j@bBxA|@r@JTDN?\MXSLWBWAe@Qc@]U[MYGc@C{@BeBXuEN}@b@}@LQPOh@]hA[f@@LBLJNRcAxEUrAFDVZv@nDl@hCFXAFANCH}DsD}AsAwAoA{BqBMUCK@WHYFGn@U^KR@XHFJBLDj@BPC^OzBClB@t@Jn@FTX`@p@f@HD,,2.66,5.78,"R. Visc. de Santarém, 7 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","RJ-106, 1015 - Tribobó, São Gonçalo - RJ, 24750-010, Brasil",2.66,5.87,"RJ-106, 1015 - Tribobó, São Gonçalo - RJ, 24750-010, Brasil","RJ-106, 1015 - Tribobó, São Gonçalo - RJ, 24750-010, Brasil",2.6,5.78,"RJ-106, 1015 - Tribobó, São Gonçalo - RJ, 24750-010, Brasil","R. Visc. de Santarém, 26 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil",2.66,5.88,"R. Visc. de Santarém, 26 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","R. Visc. de Santarém, 30 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil",0.014152268431001891
2201,0,0.114394,424650,-1,0.04,29255573,0,Marginal Rodovia RJ-104,trunk_link,,,2,5.0,687,687_Marginal Rodovia RJ-104,"LINESTRING (-43.02498 -22.854813, -43.024995 -22.854737, -43.024999 -22.854691, -43.025004 -22.854611, -43.024992 -22.854554, -43.02495 -22.854507, -43.024388 -22.854024)",route_1852,LineString,"-22.854813,-43.024980","-22.854024,-43.024388",3,SUCCESS,3.22,7.73,0.13,4,pynjCbireGZHn@DxABh@Jb@RPJIVcAtDkDuDiDeE}AkBAO?[L_@HIPGNC\@|Ax@bBxA|@r@JTDN@NG\QRUFY?]Ie@We@k@Si@Eq@@gBVkEJiAZaA\g@d@_@b@Qz@WR@R?LBLJNRcAxEUrAFDVZVdAlArFFXAFANCHuBoBgAcA}AsAwAoA{BqBMUCK?KD[LQn@U^Kb@DPPF`@@VBPIpAKtB?vBJn@FTX`@ZX^RZHn@DxABh@Jb@RPJIVcAtDkDuDkAyA}AkB,,2.68,5.9,"R. Visc. de Santarém, 30 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","R. Visc. de Santarém, 30 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil",0.46,1.65,"R. Visc. de Santarém, 30 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","R. Visc. de Santarém, 30 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil",0.01,0.02,"R. Visc. de Santarém, 30 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","RJ-104, 86 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil",0.08,0.17,"RJ-104, 86 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil","R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil",0.035526086956521735
2206,0,0.089295,424650,-1,0.04,29255573,0,Marginal Rodovia RJ-104,trunk_link,,,2,5.0,687,687_Marginal Rodovia RJ-104,"LINESTRING (-43.023416 -22.854022, -43.023403 -22.853878, -43.023407 -22.853797, -43.023422 -22.853723, -43.023475 -22.853632, -43.023534 -22.85359, -43.02361 -22.853558, -43.023707 -22.853545, -43.023791 -22.853547, -43.023884 -22.853559)",route_1857,LineString,"-22.854022,-43.023416","-22.853559,-43.023884",3,SUCCESS,8.23,16.13,0.27,4,rtnjCj_reGtAv@bBxA|@r@JTDN@NG\QRUFY?]Ie@We@k@Si@Eq@@gBJmBJ}AJiAZaA\g@d@_@b@Qz@WR@R?LBLJNRcAxEUrAFDVZVdAlArFFXAFANCHuBoBgAcA}AsAwAoA{BqBMUCK?KD[LQn@U^Kb@DPPF`@@VBPIpAKtB?vBSVSHKD}AkBCYB[NYNKLCf@?|Ax@bBxA|@r@JTDN@NG\QRUFY?]Ie@We@k@Si@Eq@@gBVkEJiAZaA\g@d@_@b@Qz@WR@R?LBLJNRcAxEUrAFDVZVdAlArFFXAFANCHuBoBgAcA}AsAwAoA{BqBMUCK?KD[LQn@U^Kb@DPPF`@@VBPIpAKtB?vBSVSHKD}AkBCYB[NYVMNC\@|Ax@bBxA|@r@JTDN@NG\QRUFY?]Ie@We@k@Si@Eq@@gBJmBJ}AJiAZaA\g@d@_@b@Qz@WR@R?LBLJNRcAxEUrAFDVZVdAlArFFXAFANCHuBoBgAcA}AsAwAoA{BqBMUCK?KD[LQn@U^Kb@DPPF`@@VBPIpAKtB?vBSVSHKD}AkBCS@WL_@HIPGNC\@|Ax@bBxA|@r@JTDN@NG\QRUFY?]Ie@We@k@Si@Eq@@gBVkEJiAZaA\g@d@_@b@Qz@WR@R?LBLJNRcAxEUrAFDVZVdAlArFFXAFANCHuBoBgAcA}AsAwAoA{BqBMUCK?KD[LQn@U^Kb@DPPF`@@VBPIpAKtB?vBSVSHKD}AkB,,2.06,4.02,"R. Visc. de Santarém, 23 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","R. Visc. de Santarém, 23 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil",2.05,4.03,"R. Visc. de Santarém, 23 - Tribobó, São Gonçalo - RJ, 24750-070, Brasil","R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil",2.04,4.02,"R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil","R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil",2.07,4.07,"R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil","R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil",0.010849939246658566
2207,0,0.172677,424650,-1,0.04,29255573,0,Marginal Rodovia RJ-104,trunk_link,,,2,5.0,687,687_Marginal Rodovia RJ-104,"LINESTRING (-43.023884 -22.853559, -43.023667 -22.853405, -43.0225 -22.852673)",route_1858,LineString,"-22.853559,-43.023884","-22.852673,-43.022500",1,SUCCESS,14.81,19.35,0.32,2,tqnjChbreGCYB[NYNKLCLA`@B`@Rr@b@h@b@vBhBNZBP?LK\QNWDW?c@Mc@[SUOYMc@E}@@eBPeCFeALeA^aA\c@l@a@ZIr@UH@R?P@LFJJHLGXqArGNLVf@b@tB`AhEE\AB][_CyB_Au@wBkByCqCk@]_Am@}@e@iB{@mEkA{CkAwBaAoBeAmJuEeHuD}GkDcAu@o@q@sBmCsAeB{@{AU]wBeC@OCGyCcFwAoBIFK\GXER^b@lAxAlB|BFFTFj@v@|AtBjBhC~DfF^^j@`@t@f@`Bx@hBbA`Aj@hHpDNBpEdCbD`BrCtA~B|@jA^vBr@bAh@`At@d@`@BHHN|@bBx@zAZl@jBvBhDdEjDtDbAuDHWJHJBB?HAPPzArAhEzDbFvEfAdAj@p@Zn@Rj@XlATfBjAnKRjALf@T^r@~@j@`@r@TRBnBH~A@lANhAf@tCjCrC~CxCtE|CdFlAfBxG~HnB`Cl@`AxBpEp@`A`@`@l@`@j@\JAHBH@VCl@Oj@KLKCMKKoAb@e@HYCm@]m@e@i@o@u@sAu@{AUq@e@s@qG}H{@cAsBgCuDgGU_@yCwEuA_BoBmBkB_Bi@WiAW{@GmAE{AIo@Kk@U{@q@a@q@Uu@YsB{AsLSwAU{@Wg@a@o@mCgCsCeC{IeImE_E_Au@wBkByCqCk@]_Am@}@e@iB{@mEkA{CkAwBaAoBeAmJuEeHuD}GkDcAu@o@q@sBmCsAeB{@{AU]wBeC@OCGyCcFwAoBIFK\GXER^b@lAxAlB|BFFTFj@v@|AtBjBhC~DfF^^j@`@t@f@`Bx@hBbA`Aj@hHpDNBpEdCbD`BrCtA~B|@jA^vBr@bAh@fBvA,,5.29,7.77,"R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil","R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil",9.52,11.58,"R. Cap. Juvenal Figueiredo, 3381 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil","RJ-104, 1956 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil",,,,,,,,,0.011659486833220796
2209,0,0.238328,424650,-1,0.04,29255573,0,Marginal Rodovia RJ-104,trunk_link,,,2,5.0,687,687_Marginal Rodovia RJ-104,"LINESTRING (-43.022198 -22.852822, -43.022244 -22.852998, -43.022284 -22.853129, -43.0223 -22.853249, -43.022296 -22.85335, -43.022281 -22.853444, -43.022222 -22.853634, -43.022012 -22.854139, -43.021934 -22.854288, -43.021733 -22.854571, -43.021568 -22.854799)",route_1860,LineString,"-22.852822,-43.022198","-22.854799,-43.021568",3,SUCCESS,8.11,13.78,0.23,4,bmnjCxwqeGgBy@}DiAs@SaBq@sCoAcB_AqIaEcB_AQK`@cArBx@XHd@Hx@HlC^zA?b@GzA[~Cg@nAMr@@fBRjCXr@Hf@NTTFPBN@\CVOj@GZAVDf@FTr@l@pAhARHb@@b@AzA?B@eAx@{AbAuBr@i@Lk@Ds@OQEY?iB{@mEkA{CkAwBaAoBeAmJuEkAq@`@cAlAd@p@XNDb@FzBV~@N\BzAC~@UrB[|Ba@hAC`DZhBRhAN\TP`@BVA^U~@E\?RHf@BJ^XfAdAd@\TD|BCX?DBoBxAaAl@mBj@e@Lg@BaAUE?W?_Ac@a@QwAc@yCy@cCaAqB_AcB_AqIaEcB_AQK`@cArBx@l@Nr@FrCb@t@Bv@Ab@GzA[~Cg@nAMr@@pEf@tANf@NTTJ`@@\CVWfA?j@Jh@dCvBRHb@@xBCD@B@eAx@i@^aAl@mBj@e@L_@BOA}@SY?_Bu@wBo@_Co@_EcBcDaBmJuEkAq@`@cAlAd@p@Xf@Jp@FtC`@\Bt@Ad@A~@UrB[|Ba@hAClBPxBVlBT\TNVD`@En@Qn@E\Bh@DPBJ^XfAdAd@\TDb@?rBCDB{@p@,,2.07,3.48,"R. Santa Paula, 30 - Tribobó, São Gonçalo - RJ, 24744-325, Brasil","R. Santa Paula, 30 - Tribobó, São Gonçalo - RJ, 24744-325, Brasil",2.04,3.47,"R. Santa Paula, 30 - Tribobó, São Gonçalo - RJ, 24744-325, Brasil","RJ-104, 1956 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil",1.95,3.35,"RJ-104, 1956 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil","Av. Fued Moisés, 0 - Arsenal, São Gonçalo - RJ, 24755-030, Brasil",2.06,3.48,"Av. Fued Moisés, 0 - Arsenal, São Gonçalo - RJ, 24755-030, Brasil","Av. Fued Moisés, 0 - Arsenal, São Gonçalo - RJ, 24755-030, Brasil",0.029386929716399512
1152,0,0.72394,59202,0,0.07,298631067,0,Avenida FlÃ¡vio Monteiro Barro,tertiary,,,2,6.0,683,683_Avenida FlÃ¡vio Monteiro Barro,"LINESTRING (-43.039329 -22.796198, -43.039362 -22.796077, -43.039386 -22.795991, -43.039439 -22.795805, -43.03946 -22.79573, -43.039505 -22.795581, -43.039511 -22.795552, -43.039552 -22.7954, -43.039745 -22.794739, -43.039905 -22.794177, -43.040119 -22.79353, -43.040215 -22.793221, -43.040296 -22.792902, -43.040355 -22.792737, -43.040436 -22.792571, -43.040512 -22.792438, -43.040599 -22.792316, -43.041071 -22.791745, -43.041542 -22.791214, -43.04181 -22.79091, -43.042061 -22.790631, -43.042272 -22.790397)",route_1861,LineString,"-22.796198,-43.039329","-22.790397,-43.042272",3,SUCCESS,2.58,6.17,0.1,4,dkcjCxbueGMeAKe@g@yB_@}AGEsA{Ms@kFk@cEM_ABI?G?O@sAEiBEe@E]K[a@f@w@hAc@d@A?AA?AEAC?GD?HDFB?Z|@^rAl@jCLt@Bt@SpBCx@@h@JpBHf@N^NZz@hBZhARjAFZ?\e@bCDZL^z@hCP\XCf@M^MHAI@_@LK@[JYB_En@qE|@_Ch@{Ah@[NoAhAcCxBwBdBe@\EF,,1.87,3.93,"Estr. Ver. Nelsimar Rocha Moraes, 643 - Mutua, São Gonçalo - RJ, 24470-660, Brasil","Avenida Flávio Monteiro de Barros Próximo Ao 18 - Portão do Rosa, São Gonçalo - RJ, 24425-285, Brasil",0.29,0.95,"Avenida Flávio Monteiro de Barros Próximo Ao 18 - Portão do Rosa, São Gonçalo - RJ, 24425-285, Brasil","Avenida Flávio Monteiro de Barros Próximo Ao 390 - Portão do Rosa, São Gonçalo - RJ, 24472-070, Brasil",0.39,1.17,"Avenida Flávio Monteiro de Barros Próximo Ao 390 - Portão do Rosa, São Gonçalo - RJ, 24472-070, Brasil","Av. Flávio Monteiro de Barros, 1717 - Portão do Rosa, São Gonçalo - RJ, 24470-002, Brasil",0.03,0.12,"Av. Flávio Monteiro de Barros, 1717 - Portão do Rosa, São Gonçalo - RJ, 24470-002, Brasil","Av. Flávio Monteiro de Barros, 693 - Portão do Rosa, São Gonçalo - RJ, 24472-140, Brasil",0.2805968992248062
1155,0,0.014918,425558,-1,0.01,845987028,0,,tertiary,,,1,6.0,534,534_845987028,"LINESTRING (-42.935057 -22.77903, -42.93516 -22.778935)",route_1864,LineString,"-22.779030,-42.935057","-22.778935,-42.935160",0,SUCCESS,0.01,0.02,0.0,1,z_`jCjw`eGKCEN,,0.01,0.02,"Av. Pres. Roosevelt, 1794 - Vila Brasil, Itaboraí - RJ, 24724-587, Brasil","Av. Pres. Roosevelt, 1794 - Vila Brasil, Itaboraí - RJ, 24724-587, Brasil",,,,,,,,,,,,,1.4918
2211,0,0.00678,399922,1,0.11,103427643,0,Rua MaurÃ­cio de Abreu,primary,,,3,3.0,701,701_Rua MaurÃ­cio de Abreu,"LINESTRING (-43.090054 -22.838428, -43.090083 -22.838483)",route_1869,LineString,"-22.838428,-43.090054","-22.838483,-43.090083",0,SUCCESS,0.01,0.02,0.0,1,~rkjC~__fGFF,,0.01,0.02,"R. Demétrio Ribeiro, 6 - Porto Velho, São Gonçalo - RJ, 24430-170, Brasil","Tv. Gertrudes, 15 - Porto Velho, São Gonçalo - RJ, 24426-420, Brasil",,,,,,,,,,,,,0.6779999999999999
1159,0,0.029686,391250,-1,0.05,839252977,0,Avenida NÃ©lson de Oliveira e,tertiary,,,1,1.0,621,621_Avenida NÃ©lson de Oliveira e,"LINESTRING (-43.047688 -22.912362, -43.047625 -22.912351, -43.047599 -22.912343, -43.04753 -22.912296, -43.047467 -22.91221)",route_1870,LineString,"-22.912362,-43.047688","-22.912210,-43.047467",3,SUCCESS,1.73,3.97,0.07,4,hazjCbwveGIPNPlAYD[cAOe@KyD}@_Ac@@C?EAIIEI?GDAJ@HFDH?FC@AdAb@jBd@fATL\DJMTNPXIr@OD[uAUgEaAeAc@@C?C?ECIICI@EDAJBHFDHAFE~@`@xD|@Rh@MTNPlAYD[cAOe@KkDy@g@Qc@U?C?C?EEIIAG@GF?JDHFBHABC@Av@\xBj@fATBHN^MTNPXIr@OD[uAUc@I,,0.52,1.15,"Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil",0.52,1.17,"Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil",0.52,1.15,"Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil","Av. Thomaz Edison De Andrade, 451 - Cantagalo, Niterói - RJ, 24322-375, Brasil",0.17,0.5,"Av. Thomaz Edison De Andrade, 451 - Cantagalo, Niterói - RJ, 24322-375, Brasil","Av. Independencia, 98 - Cantagalo, Niterói - RJ, 24322-385, Brasil",0.017159537572254337
2212,0,0.046458,391250,-1,0.05,839252977,0,Avenida NÃ©lson de Oliveira e,tertiary,,,1,1.0,621,621_Avenida NÃ©lson de Oliveira e,"LINESTRING (-43.047467 -22.91221, -43.047492 -22.912362, -43.047506 -22.91241, -43.047534 -22.912501, -43.047546 -22.912542, -43.047569 -22.912618)",route_1871,LineString,"-22.912210,-43.047467","-22.912618,-43.047569",3,SUCCESS,1.33,3.25,0.05,4,h`zjCpuveGNBRh@MTNPlAYD[cAOWGuAYyBk@w@_@@A?EAIGGI?GDCH@HFFF@HE@Ad@Rf@PjDx@Rh@MTNPXIr@OD[qASWGyD}@_Ac@@C?EAIIEI?GDAJ@HFDH?FC@AdAb@jBd@fATRh@MTNPlAYD[w@MKAQ\MTNPlAYD[g@I,,0.17,0.5,"Av. Independencia, 98 - Cantagalo, Niterói - RJ, 24322-385, Brasil","Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil",0.52,1.18,"Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil",0.51,1.15,"Estr. Francisco da Cruz Nunes, 11 - Piratininga, Niterói - RJ, 24350-310, Brasil","Av. Tomas Edison de Andrade Vieira, 3766 - Cantagalo, Niterói - RJ, 24350-310, Brasil",0.14,0.42,"Av. Tomas Edison de Andrade Vieira, 3766 - Cantagalo, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 594 - Cantagalo, Niterói - RJ, 24320-330, Brasil",0.03493082706766917
